1483556400000, 1249041, 1267265, 70824, 3762, 4721
1483560000000, 839250, 868215, 48617, 2554, 3598
1483563600000, 528171, 545380, 31394, 1416, 2416
1483567200000, 325458, 331613, 20023, 806, 1516
1483570800000, 249785, 256213, 15399, 604, 1195
1483574400000, 302444, 307944, 18033, 684, 1323
1483578000000, 482438, 498953, 27429, 1165, 2099
1483581600000, 774944, 803230, 42882, 2186, 3333
1483585200000, 1173650, 1189457, 64007, 3339, 4410
1483588800000, 1611262, 1649650, 88232, 4850, 5607
1483592400000, 2126613, 2165619, 115701, 6520, 7087
1483596000000, 2637237, 2682547, 143275, 8004, 8738
1483599600000, 3101003, 3162950, 168270, 9498, 10124
1483603200000, 3516090, 3574474, 191033, 10568, 11314
1483606800000, 3846622, 3899935, 209063, 11380, 12334
1483610400000, 4052424, 4110227, 220823, 11849, 12897
1483614000000, 4129551, 4187166, 225256, 12114, 13134
1483617600000, 4074768, 4132372, 222873, 11917, 12934
1483621200000, 3892793, 3945999, 213117, 11504, 12584
1483624800000, 3581867, 3643460, 196874, 10771, 11709
1483628400000, 3178207, 3242594, 175328, 9762, 10517
1483632000000, 2720000, 2766147, 150863, 8360, 9229
1483635600000, 2215308, 2255161, 123739, 6965, 7546
1483639200000, 1696620, 1737001, 95923, 5291, 6016
1483642800000, 1249041, 1267265, 70824, 3762, 4721
1483646400000, 839250, 868215, 48617, 2554, 3598
1483650000000, 528171, 545380, 31394, 1416, 2416
1483653600000, 325458, 331613, 20023, 806, 1516
1483657200000, 249785, 256213, 15399, 604, 1195
1483660800000, 302444, 307944, 18033, 684, 1323
1483664400000, 482438, 498953, 27429, 1165, 2099
1483668000000, 774944, 803230, 42882, 2186, 3333
1483671600000, 1173650, 1189457, 64007, 3339, 4410
1483675200000, 1611262, 1649650, 88232, 4850, 5607
1483678800000, 2126613, 2165619, 115701, 6520, 7087
1483682400000, 2637237, 2682547, 143275, 8004, 8738
1483686000000, 3101003, 3162950, 168270, 9498, 10124
1483689600000, 3516090, 3574474, 191033, 10568, 11314
1483693200000, 3846622, 3899935, 209063, 11380, 12334
1483696800000, 4052424, 4110227, 220823, 11849, 12897
1483700400000, 4129551, 4187166, 225256, 12114, 13134
1483704000000, 4074768, 4132372, 222873, 11917, 12934
1483707600000, 3892793, 3945999, 213117, 11504, 12584
1483711200000, 3581867, 3643460, 196874, 10771, 11709
1483714800000, 3178207, 3242594, 175328, 9762, 10517
1483718400000, 2720000, 2766147, 150863, 8360, 9229
1483722000000, 2215308, 2255161, 123739, 6965, 7546
1483725600000, 1696620, 1737001, 95923, 5291, 6016
1483729200000, 1249041, 1267265, 70824, 3762, 4721
1483732800000, 839250, 868215, 48617, 2554, 3598
1483736400000, 528171, 545380, 31394, 1416, 2416
1483740000000, 325458, 331613, 20023, 806, 1516
1483743600000, 249785, 256213, 15399, 604, 1195
1483747200000, 302444, 307944, 18033, 684, 1323
1483750800000, 482438, 498953, 27429, 1165, 2099
1483754400000, 774944, 803230, 42882, 2186, 3333
1483758000000, 1173650, 1189457, 64007, 3339, 4410
1483761600000, 1611262, 1649650, 88232, 4850, 5607
1483765200000, 2126613, 2165619, 115701, 6520, 7087
1483768800000, 2637237, 2682547, 143275, 8004, 8738
1483772400000, 3101003, 3162950, 168270, 9498, 10124
1483776000000, 3516090, 3574474, 191033, 10568, 11314
1483779600000, 3846622, 3899935, 209063, 11380, 12334
1483783200000, 4052424, 4110227, 220823, 11849, 12897
1483786800000, 4129551, 4187166, 225256, 12114, 13134
1483790400000, 4074768, 4132372, 222873, 11917, 12934
1483794000000, 3892793, 3945999, 213117, 11504, 12584
1483797600000, 3581867, 3643460, 196874, 10771, 11709
1483801200000, 3178207, 3242594, 175328, 9762, 10517
1483804800000, 2720000, 2766147, 150863, 8360, 9229
1483808400000, 2215308, 2255161, 123739, 6965, 7546
1483812000000, 1696620, 1737001, 95923, 5291, 6016
1483815600000, 1249041, 1267265, 70824, 3762, 4721
1483819200000, 839250, 868215, 48617, 2554, 3598
1483822800000, 528171, 545380, 31394, 1416, 2416
1483826400000, 325458, 331613, 20023, 806, 1516
1483830000000, 249785, 256213, 15399, 604, 1195
1483833600000, 302444, 307944, 18033, 684, 1323
1483837200000, 482438, 498953, 27429, 1165, 2099
1483840800000, 774944, 803230, 42882, 2186, 3333
1483844400000, 1173650, 1189457, 64007, 3339, 4410
1483848000000, 1611262, 1649650, 88232, 4850, 5607
1483851600000, 2126613, 2165619, 115701, 6520, 7087
1483855200000, 2637237, 2682547, 143275, 8004, 8738
1483858800000, 3101003, 3162950, 168270, 9498, 10124
1483862400000, 3516090, 3574474, 191033, 10568, 11314
1483866000000, 3846622, 3899935, 209063, 11380, 12334
1483869600000, 4052424, 4110227, 220823, 11849, 12897
1483873200000, 4129551, 4187166, 225256, 12114, 13134
1483876800000, 4074768, 4132372, 222873, 11917, 12934
1483880400000, 3892793, 3945999, 213117, 11504, 12584
1483884000000, 3581867, 3643460, 196874, 10771, 11709
1483887600000, 3178207, 3242594, 175328, 9762, 10517
1483891200000, 2720000, 2766147, 150863, 8360, 9229
1483894800000, 2215308, 2255161, 123739, 6965, 7546
1483898400000, 1696620, 1737001, 95923, 5291, 6016
1483902000000, 1249041, 1267265, 70824, 3762, 4721
1483905600000, 839250, 868215, 48617, 2554, 3598
1483909200000, 528171, 545380, 31394, 1416, 2416
1483912800000, 325458, 331613, 20023, 806, 1516
1483916400000, 249785, 256213, 15399, 604, 1195
1483920000000, 302444, 307944, 18033, 684, 1323
1483923600000, 482438, 498953, 27429, 1165, 2099
1483927200000, 774944, 803230, 42882, 2186, 3333
1483930800000, 1173650, 1189457, 64007, 3339, 4410
1483934400000, 1611262, 1649650, 88232, 4850, 5607
1483938000000, 2126613, 2165619, 115701, 6520, 7087
1483941600000, 2637237, 2682547, 143275, 8004, 8738
1483945200000, 3101003, 3162950, 168270, 9498, 10124
1483948800000, 3516090, 3574474, 191033, 10568, 11314
1483952400000, 3846622, 3899935, 209063, 11380, 12334
1483956000000, 4052424, 4110227, 220823, 11849, 12897
1483959600000, 4129551, 4187166, 225256, 12114, 13134
1483963200000, 4074768, 4132372, 222873, 11917, 12934
1483966800000, 3892793, 3945999, 213117, 11504, 12584
1483970400000, 3581867, 3643460, 196874, 10771, 11709
1483974000000, 3178207, 3242594, 175328, 9762, 10517
1483977600000, 2720000, 2766147, 150863, 8360, 9229
1483981200000, 2215308, 2255161, 123739, 6965, 7546
1483984800000, 1696620, 1737001, 95923, 5291, 6016
1483988400000, 1249041, 1267265, 70824, 3762, 4721
1483992000000, 839250, 868215, 48617, 2554, 3598
1483995600000, 528171, 545380, 31394, 1416, 2416
1483999200000, 325458, 331613, 20023, 806, 1516
1484002800000, 249785, 256213, 15399, 604, 1195
1484006400000, 302444, 307944, 18033, 684, 1323
1484010000000, 482438, 498953, 27429, 1165, 2099
1484013600000, 774944, 803230, 42882, 2186, 3333
1484017200000, 1173650, 1189457, 64007, 3339, 4410
1484020800000, 1611262, 1649650, 88232, 4850, 5607
1484024400000, 2126613, 2165619, 115701, 6520, 7087
1484028000000, 2637237, 2682547, 143275, 8004, 8738
1484031600000, 3101003, 3162950, 168270, 9498, 10124
1484035200000, 3516090, 3574474, 191033, 10568, 11314
1484038800000, 3846622, 3899935, 209063, 11380, 12334
1484042400000, 4052424, 4110227, 220823, 11849, 12897
1484046000000, 4129551, 4187166, 225256, 12114, 13134
1484049600000, 4074768, 4132372, 222873, 11917, 12934
1484053200000, 3892793, 3945999, 213117, 11504, 12584
1484056800000, 3581867, 3643460, 196874, 10771, 11709
1484060400000, 3178207, 3242594, 175328, 9762, 10517
1484064000000, 2720000, 2766147, 150863, 8360, 9229
1484067600000, 2215308, 2255161, 123739, 6965, 7546
1484071200000, 1696620, 1737001, 95923, 5291, 6016
1484074800000, 1249041, 1267265, 70824, 3762, 4721
1484078400000, 839250, 868215, 48617, 2554, 3598
1484082000000, 528171, 545380, 31394, 1416, 2416
1484085600000, 325458, 331613, 20023, 806, 1516
1484089200000, 249785, 256213, 15399, 604, 1195
1484092800000, 302444, 307944, 18033, 684, 1323
1484096400000, 482438, 498953, 27429, 1165, 2099
1484100000000, 774944, 803230, 42882, 2186, 3333
1484103600000, 1173650, 1189457, 64007, 3339, 4410
1484107200000, 1611262, 1649650, 88232, 4850, 5607
1484110800000, 2126613, 2165619, 115701, 6520, 7087
1484114400000, 2637237, 2682547, 143275, 8004, 8738
1484118000000, 3101003, 3162950, 168270, 9498, 10124
1484121600000, 3516090, 3574474, 191033, 10568, 11314
1484125200000, 3846622, 3899935, 209063, 11380, 12334
1484128800000, 4052424, 4110227, 220823, 11849, 12897
1484132400000, 4129551, 4187166, 225256, 12114, 13134
1484136000000, 4074768, 4132372, 222873, 11917, 12934
1484139600000, 3892793, 3945999, 213117, 11504, 12584
1484143200000, 3581867, 3643460, 196874, 10771, 11709
1484146800000, 3178207, 3242594, 175328, 9762, 10517
1484150400000, 2720000, 2766147, 150863, 8360, 9229
1484154000000, 2215308, 2255161, 123739, 6965, 7546
1484157600000, 1696620, 1737001, 95923, 5291, 6016
1484161200000, 1249041, 1267265, 70824, 3762, 4721
1484164800000, 839250, 868215, 48617, 2554, 3598
1484168400000, 528171, 545380, 31394, 1416, 2416
1484172000000, 325458, 331613, 20023, 806, 1516
1484175600000, 249785, 256213, 15399, 604, 1195
1484179200000, 302444, 307944, 18033, 684, 1323
1484182800000, 482438, 498953, 27429, 1165, 2099
1484186400000, 774944, 803230, 42882, 2186, 3333
1484190000000, 1173650, 1189457, 64007, 3339, 4410
1484193600000, 1611262, 1649650, 88232, 4850, 5607
1484197200000, 2126613, 2165619, 115701, 6520, 7087
1484200800000, 2637237, 2682547, 143275, 8004, 8738
1484204400000, 3101003, 3162950, 168270, 9498, 10124
1484208000000, 3516090, 3574474, 191033, 10568, 11314
1484211600000, 3846622, 3899935, 209063, 11380, 12334
1484215200000, 4052424, 4110227, 220823, 11849, 12897
1484218800000, 4129551, 4187166, 225256, 12114, 13134
1484222400000, 4074768, 4132372, 222873, 11917, 12934
1484226000000, 3892793, 3945999, 213117, 11504, 12584
1484229600000, 3581867, 3643460, 196874, 10771, 11709
1484233200000, 3178207, 3242594, 175328, 9762, 10517
1484236800000, 2720000, 2766147, 150863, 8360, 9229
1484240400000, 2215308, 2255161, 123739, 6965, 7546
1484244000000, 1696620, 1737001, 95923, 5291, 6016
1484247600000, 1249041, 1267265, 70824, 3762, 4721
1484251200000, 839250, 868215, 48617, 2554, 3598
1484254800000, 528171, 545380, 31394, 1416, 2416
1484258400000, 325458, 331613, 20023, 806, 1516
1484262000000, 249785, 256213, 15399, 604, 1195
1484265600000, 302444, 307944, 18033, 684, 1323
1484269200000, 482438, 498953, 27429, 1165, 2099
1484272800000, 774944, 803230, 42882, 2186, 3333
1484276400000, 1173650, 1189457, 64007, 3339, 4410
1484280000000, 1611262, 1649650, 88232, 4850, 5607
1484283600000, 2126613, 2165619, 115701, 6520, 7087
1484287200000, 2637237, 2682547, 143275, 8004, 8738
1484290800000, 3101003, 3162950, 168270, 9498, 10124
1484294400000, 3516090, 3574474, 191033, 10568, 11314
1484298000000, 3846622, 3899935, 209063, 11380, 12334
1484301600000, 4052424, 4110227, 220823, 11849, 12897
1484305200000, 4129551, 4187166, 225256, 12114, 13134
1484308800000, 4074768, 4132372, 222873, 11917, 12934
1484312400000, 3920953, 3974727, 215429, 11638, 12717
1484316000000, 3581292, 3642883, 196829, 10769, 11708
1484319600000, 3174536, 3238851, 175032, 9751, 10502
1484323200000, 2716472, 2762631, 150569, 8342, 9212
1484326800000, 2211295, 2250896, 123402, 6947, 7521
1484330400000, 1692500, 1732608, 95566, 5267, 6002
1484334000000, 1245201, 1263389, 70514, 3742, 4702
1484337600000, 1695468, 1733085, 91530, 4938, 6394
1484341200000, 1474922, 1500984, 82833, 4332, 5757
1484344800000, 1227890, 1239608, 68988, 3648, 4766
1484348400000, 1078453, 1097592, 60541, 3138, 4331
1484352000000, 1027935, 1048632, 58124, 2913, 4170
1484355600000, 1096951, 1135589, 61590, 3036, 4612
1484359200000, 1271769, 1316869, 70378, 3687, 5413
1484362800000, 1549171, 1580981, 84754, 4410, 6078
1484366400000, 1869358, 1914613, 102798, 5472, 6747
1484370000000, 2277764, 2325179, 124525, 6860, 7784
1484373600000, 2712445, 2759441, 147855, 8148, 9064
1484377200000, 3127782, 3191265, 170017, 9532, 10272
1484380800000, 3521606, 3580451, 191470, 10579, 11341
1484384400000, 3865235, 3919768, 210101, 11391, 12415
1484388000000, 4112065, 4169905, 224049, 11943, 13091
1484391600000, 4258279, 4324168, 232180, 12328, 13678
1484395200000, 4304001, 4369634, 235093, 12361, 13865
1484398800000, 4235947, 4304648, 231153, 12421, 14043
1484402400000, 4044156, 4122261, 221381, 12125, 13623
1484406000000, 3759664, 3845344, 206534, 11489, 12901
1484409600000, 3417950, 3479497, 188595, 10400, 11980
1484413200000, 3022816, 3076095, 167163, 9309, 10618
1484416800000, 2583183, 2628040, 143410, 8052, 9236
1484420400000, 2187970, 2213878, 121464, 6648, 8054
1484424000000, 1799639, 1838867, 100555, 5489, 6944
1484427600000, 1474922, 1500984, 82833, 4332, 5757
1484431200000, 1227890, 1239608, 68988, 3648, 4766
1484434800000, 1078453, 1097592, 60541, 3138, 4331
1484438400000, 1027935, 1048632, 58124, 2913, 4170
1484442000000, 1096951, 1135589, 61590, 3036, 4612
1484445600000, 1271769, 1316869, 70378, 3687, 5413
1484449200000, 1549171, 1580981, 84754, 4410, 6078
1484452800000, 1869358, 1914613, 102798, 5472, 6747
1484456400000, 2277764, 2325179, 124525, 6860, 7784
1484460000000, 2712445, 2759441, 147855, 8148, 9064
1484463600000, 3127782, 3191265, 170017, 9532, 10272
1484467200000, 3521606, 3580451, 191470, 10579, 11341
1484470800000, 3865235, 3919768, 210101, 11391, 12415
1484474400000, 4112065, 4169905, 224049, 11943, 13091
1484478000000, 4258279, 4324168, 232180, 12328, 13678
1484481600000, 4304001, 4369634, 235093, 12361, 13865
1484485200000, 4235947, 4304648, 231153, 12421, 14043
1484488800000, 4044156, 4122261, 221381, 12125, 13623
1484492400000, 3759664, 3845344, 206534, 11489, 12901
1484496000000, 3417950, 3479497, 188595, 10400, 11980
1484499600000, 3022816, 3076095, 167163, 9309, 10618
1484503200000, 2583183, 2628040, 143410, 8052, 9236
1484506800000, 2187970, 2213878, 121464, 6648, 8054
1484510400000, 1799639, 1838867, 100555, 5489, 6944
1484514000000, 1474922, 1500984, 82833, 4332, 5757
1484517600000, 1227890, 1239608, 68988, 3648, 4766
1484521200000, 1078453, 1097592, 60541, 3138, 4331
1484524800000, 1027935, 1048632, 58124, 2913, 4170
1484528400000, 1096951, 1135589, 61590, 3036, 4612
1484532000000, 1271769, 1316869, 70378, 3687, 5413
1484535600000, 1549171, 1580981, 84754, 4410, 6078
1484539200000, 1869358, 1914613, 102798, 5472, 6747
1484542800000, 2277764, 2325179, 124525, 6860, 7784
1484546400000, 2712445, 2759441, 147855, 8148, 9064
1484550000000, 3127782, 3191265, 170017, 9532, 10272
1484553600000, 3521606, 3580451, 191470, 10579, 11341
1484557200000, 3865235, 3919768, 210101, 11391, 12415
1484560800000, 4112065, 4169905, 224049, 11943, 13091
1484564400000, 4258279, 4324168, 232180, 12328, 13678
1484568000000, 4304001, 4369634, 235093, 12361, 13865
1484571600000, 4235947, 4304648, 231153, 12421, 14043
1484575200000, 4044156, 4122261, 221381, 12125, 13623
1484578800000, 3759664, 3845344, 206534, 11489, 12901
1484582400000, 3417950, 3479497, 188595, 10400, 11980
1484586000000, 3022816, 3076095, 167163, 9309, 10618
1484589600000, 2583183, 2628040, 143410, 8052, 9236
1484593200000, 2187970, 2213878, 121464, 6648, 8054
1484596800000, 1799639, 1838867, 100555, 5489, 6944
1484600400000, 1474922, 1500984, 82833, 4332, 5757
1484604000000, 1227890, 1239608, 68988, 3648, 4766
1484607600000, 1078453, 1097592, 60541, 3138, 4331
1484611200000, 1027935, 1048632, 58124, 2913, 4170
1484614800000, 1096951, 1135589, 61590, 3036, 4612
1484618400000, 1271769, 1316869, 70378, 3687, 5413
1484622000000, 1549171, 1580981, 84754, 4410, 6078
1484625600000, 1871645, 1916944, 102976, 5482, 6763
1484629200000, 2276871, 2324346, 124455, 6854, 7778
1484632800000, 2711724, 2758610, 147798, 8146, 9058
1484636400000, 3127334, 3190825, 169980, 9530, 10269
1484640000000, 3521381, 3580224, 191456, 10579, 11340
1484643600000, 3865460, 3919995, 210115, 11391, 12416
1484647200000, 4112513, 4170345, 224086, 11945, 13094
1484650800000, 4259000, 4324999, 232237, 12330, 13684
1484654400000, 4304894, 4370467, 235163, 12367, 13871
1484658000000, 4237119, 4305892, 231240, 12427, 14050
1484661600000, 4045462, 4123587, 221482, 12131, 13631
1484665200000, 3761039, 3846673, 206641, 11493, 12906
1484668800000, 3419022, 3480564, 188686, 10404, 11984
1484672400000, 3023739, 3076978, 167231, 9315, 10620
1484676000000, 2583954, 2628775, 143466, 8057, 9239
1484679600000, 2188470, 2214455, 121509, 6648, 8056
1484683200000, 1799788, 1838983, 100566, 5490, 6944
1484686800000, 1474773, 1500868, 82822, 4331, 5757
1484690400000, 1227390, 1239031, 68943, 3648, 4764
1484694000000, 1077682, 1096857, 60485, 3133, 4328
1484697600000, 1027012, 1047749, 58056, 2907, 4168
1484701200000, 1095879, 1134522, 61499, 3032, 4608
1484704800000, 1270405, 1315555, 70272, 3683, 5408
1484708400000, 1547854, 1579640, 84652, 4404, 6070
1484712000000, 1868186, 1913369, 102711, 5466, 6740
1484715600000, 2276871, 2324346, 124455, 6854, 7778
1484719200000, 2711724, 2758610, 147798, 8146, 9058
1484722800000, 3127334, 3190825, 169980, 9530, 10269
1484726400000, 3521381, 3580224, 191456, 10579, 11340
1484730000000, 3865460, 3919995, 210115, 11391, 12416
1484733600000, 4112513, 4170345, 224086, 11945, 13094
1484737200000, 4259000, 4324999, 232237, 12330, 13684
1484740800000, 4304894, 4370467, 235163, 12367, 13871
1484744400000, 4237119, 4305892, 231240, 12427, 14050
1484748000000, 4045462, 4123587, 221482, 12131, 13631
1484751600000, 3761039, 3846673, 206641, 11493, 12906
1484755200000, 3419022, 3480564, 188686, 10404, 11984
1484758800000, 3023739, 3076978, 167231, 9315, 10620
1484762400000, 2583954, 2628775, 143466, 8057, 9239
1484766000000, 2188470, 2214455, 121509, 6648, 8056
1484769600000, 1799788, 1838983, 100566, 5490, 6944
1484773200000, 1474773, 1500868, 82822, 4331, 5757
1484776800000, 1227390, 1239031, 68943, 3648, 4764
1484780400000, 1077682, 1096857, 60485, 3133, 4328
1484784000000, 1027012, 1047749, 58056, 2907, 4168
1484787600000, 1095879, 1134522, 61499, 3032, 4608
1484791200000, 1270405, 1315555, 70272, 3683, 5408
1484794800000, 1547854, 1579640, 84652, 4404, 6070
1484798400000, 1868186, 1913369, 102711, 5466, 6740
1484802000000, 2276871, 2324346, 124455, 6854, 7778
1484805600000, 2711724, 2758610, 147798, 8146, 9058
1484809200000, 3127334, 3190825, 169980, 9530, 10269
1484812800000, 3521381, 3580224, 191456, 10579, 11340
1484816400000, 3865460, 3919995, 210115, 11391, 12416
1484820000000, 4112513, 4170345, 224086, 11945, 13094
1484823600000, 4259000, 4324999, 232237, 12330, 13684
1484827200000, 4304894, 4370467, 235163, 12367, 13871
1484830800000, 4237119, 4305892, 231240, 12427, 14050
1484834400000, 4045462, 4123587, 221482, 12131, 13631
1484838000000, 3761039, 3846673, 206641, 11493, 12906
1484841600000, 3419022, 3480564, 188686, 10404, 11984
1484845200000, 3023739, 3076978, 167231, 9315, 10620
1484848800000, 2583954, 2628775, 143466, 8057, 9239
1484852400000, 2188470, 2214455, 121509, 6648, 8056
1484856000000, 1799788, 1838983, 100566, 5490, 6944
1484859600000, 1474773, 1500868, 82822, 4331, 5757
1484863200000, 1227390, 1239031, 68943, 3648, 4764
1484866800000, 1077682, 1096857, 60485, 3133, 4328
1484870400000, 1027012, 1047749, 58056, 2907, 4168
1484874000000, 1095879, 1134522, 61499, 3032, 4608
1484877600000, 1270405, 1315555, 70272, 3683, 5408
1484881200000, 1547854, 1579640, 84652, 4404, 6070
1484884800000, 1868186, 1913369, 102711, 5466, 6740
1484888400000, 2276871, 2324346, 124455, 6854, 7778
1484892000000, 2711724, 2758610, 147798, 8146, 9058
1484895600000, 3127334, 3190825, 169980, 9530, 10269
1484899200000, 3521381, 3580224, 191456, 10579, 11340
1484902800000, 3865460, 3919995, 210115, 11391, 12416
1484906400000, 4112513, 4170345, 224086, 11945, 13094
1484910000000, 4259000, 4324999, 232237, 12330, 13684
1484913600000, 4304894, 4370467, 235163, 12367, 13871
1484917200000, 4237119, 4305892, 231240, 12427, 14050
1484920800000, 4045462, 4123587, 221482, 12131, 13631
1484924400000, 3761039, 3846673, 206641, 11493, 12906
1484928000000, 3419022, 3480564, 188686, 10404, 11984
1484931600000, 3023739, 3076978, 167231, 9315, 10620
1484935200000, 2583954, 2628775, 143466, 8057, 9239
1484938800000, 2188470, 2214455, 121509, 6648, 8056
1484942400000, 1799788, 1838983, 100566, 5490, 6944
1484946000000, 1474773, 1500868, 82822, 4331, 5757
1484949600000, 1227390, 1239031, 68943, 3648, 4764
1484953200000, 1077682, 1096857, 60485, 3133, 4328
1484956800000, 1027012, 1047749, 58056, 2907, 4168
1484960400000, 1095879, 1134522, 61499, 3032, 4608
1484964000000, 1270405, 1315555, 70272, 3683, 5408
1484967600000, 1547854, 1579640, 84652, 4404, 6070
1484971200000, 1868186, 1913369, 102711, 5466, 6740
1484974800000, 2276871, 2324346, 124455, 6854, 7778
1484978400000, 2711724, 2758610, 147798, 8146, 9058
1484982000000, 3127334, 3190825, 169980, 9530, 10269
1484985600000, 3521381, 3580224, 191456, 10579, 11340
1484989200000, 3865460, 3919995, 210115, 11391, 12416
1484992800000, 4112513, 4170345, 224086, 11945, 13094
1484996400000, 4259000, 4324999, 232237, 12330, 13684
1485000000000, 4304894, 4370467, 235163, 12367, 13871
1485003600000, 4237119, 4305892, 231240, 12427, 14050
1485007200000, 4045462, 4123587, 221482, 12131, 13631
1485010800000, 3761039, 3846673, 206641, 11493, 12906
1485014400000, 3419022, 3480564, 188686, 10404, 11984
1485018000000, 3023739, 3076978, 167231, 9315, 10620
1485021600000, 2583954, 2628775, 143466, 8057, 9239
1485025200000, 2187602, 2214315, 121481, 6648, 8056
1485028800000, 930607, 961234, 56631, 3048, 4091
1485032400000, 525303, 542529, 31169, 1403, 2401
1485036000000, 323958, 330014, 19903, 796, 1503
1485039600000, 249148, 255576, 15349, 602, 1191
1485043200000, 303081, 308581, 18083, 686, 1327
1485046800000, 483938, 500552, 27549, 1175, 2112
1485050400000, 777812, 806081, 43107, 2199, 3348
1485054000000, 1177057, 1192726, 64284, 3355, 4420
1485057600000, 1615103, 1653528, 88543, 4870, 5626
1485061200000, 2130733, 2170012, 116058, 6544, 7101
1485064800000, 2641250, 2686812, 143612, 8022, 8763
1485068400000, 3104531, 3166466, 168564, 9516, 10141
1485072000000, 3519761, 3578217, 191329, 10579, 11329
1485075600000, 3849417, 3902635, 209276, 11391, 12350
1485079200000, 4054055, 4111890, 220961, 11855, 12901
1485082800000, 4130013, 4187688, 225292, 12118, 13136
1485086400000, 4074306, 4131850, 222837, 11913, 12932
1485090000000, 3891162, 3944336, 212979, 11498, 12580
1485093600000, 3579072, 3640760, 196661, 10760, 11693
1485097200000, 3174536, 3238851, 175032, 9751, 10502
1485100800000, 2716472, 2762631, 150569, 8342, 9212
1485104400000, 2211295, 2250896, 123402, 6947, 7521
1485108000000, 1692500, 1732608, 95566, 5267, 6002
1485111600000, 1245201, 1263389, 70514, 3742, 4702
1485115200000, 835842, 864944, 48339, 2538, 3588
1485118800000, 525303, 542529, 31169, 1403, 2401
1485122400000, 323958, 330014, 19903, 796, 1503
1485126000000, 249148, 255576, 15349, 602, 1191
1485129600000, 303081, 308581, 18083, 686, 1327
