1484215200000, 220823
1484218800000, 225256
1484222400000, 222873
1484226000000, 213117
1484229600000, 196874
1484233200000, 175328
1484236800000, 150863
1484240400000, 123739
1484244000000, 95923
1484247600000, 70824
1484251200000, 48617
1484254800000, 31394
1484258400000, 20023
1484262000000, 15399
1484265600000, 18033
1484269200000, 27429
1484272800000, 42882
1484276400000, 64007
1484280000000, 88232
1484283600000, 115701
1484287200000, 143275
1484290800000, 168270
1484294400000, 191033
1484298000000, 209063
1484301600000, 220823
1484305200000, 225256
1484308800000, 222873
1484312400000, 215429
1484316000000, 196829
1484319600000, 175032
1484323200000, 150569
1484326800000, 123402
1484330400000, 95566
1484334000000, 70514
1484337600000, 91530
1484341200000, 82833
1484344800000, 68988
1484348400000, 60541
1484352000000, 58124
1484355600000, 61590
1484359200000, 70378
1484362800000, 84754
1484366400000, 102798
1484370000000, 124525
1484373600000, 147855
1484377200000, 170017
1484380800000, 191470
1484384400000, 210101
1484388000000, 224049
1484391600000, 232180
1484395200000, 235093
1484398800000, 231153
1484402400000, 221381
1484406000000, 206534
1484409600000, 188595
1484413200000, 167163
1484416800000, 143410
1484420400000, 121464
1484424000000, 100555
1484427600000, 82833
1484431200000, 68988
1484434800000, 60541
1484438400000, 58124
1484442000000, 61590
1484445600000, 70378
1484449200000, 84754
1484452800000, 102798
1484456400000, 124525
1484460000000, 147855
1484463600000, 170017
1484467200000, 191470
1484470800000, 210101
1484474400000, 224049
1484478000000, 232180
1484481600000, 235093
1484485200000, 231153
1484488800000, 221381
1484492400000, 206534
1484496000000, 188595
1484499600000, 167163
1484503200000, 143410
1484506800000, 121464
1484510400000, 100555
1484514000000, 82833
1484517600000, 68988
1484521200000, 60541
1484524800000, 58124
1484528400000, 61590
1484532000000, 70378
1484535600000, 84754
1484539200000, 102798
1484542800000, 124525
1484546400000, 147855
1484550000000, 170017
1484553600000, 191470
1484557200000, 210101
1484560800000, 224049
1484564400000, 232180
1484568000000, 235093
1484571600000, 231153
1484575200000, 221381
1484578800000, 206534
1484582400000, 188595
1484586000000, 167163
1484589600000, 143410
1484593200000, 121464
1484596800000, 100555
1484600400000, 82833
1484604000000, 68988
1484607600000, 60541
1484611200000, 58124
1484614800000, 61590
1484618400000, 70378
1484622000000, 84754
1484625600000, 102976
1484629200000, 124455
1484632800000, 147798
1484636400000, 169980
1484640000000, 191456
1484643600000, 210115
1484647200000, 224086
1484650800000, 232237
1484654400000, 235163
1484658000000, 231240
1484661600000, 221482
1484665200000, 206641
1484668800000, 188686
1484672400000, 167231
1484676000000, 143466
1484679600000, 121509
1484683200000, 100566
1484686800000, 82822
1484690400000, 68943
1484694000000, 60485
1484697600000, 58056
1484701200000, 61499
1484704800000, 70272
1484708400000, 84652
1484712000000, 102711
1484715600000, 124455
1484719200000, 147798
1484722800000, 169980
1484726400000, 191456
1484730000000, 210115
1484733600000, 224086
1484737200000, 232237
1484740800000, 235163
1484744400000, 231240
1484748000000, 221482
1484751600000, 206641
1484755200000, 188686
1484758800000, 167231
1484762400000, 143466
1484766000000, 121509
1484769600000, 100566
1484773200000, 82822
1484776800000, 68943
1484780400000, 60485
1484784000000, 58056
1484787600000, 61499
1484791200000, 70272
1484794800000, 84652
1484798400000, 102711
1484802000000, 124455
1484805600000, 147798
1484809200000, 169980
1484812800000, 191456
1484816400000, 210115
1484820000000, 224086
1484823600000, 232237
1484827200000, 235163
1484830800000, 231240
1484834400000, 221482
1484838000000, 206641
1484841600000, 188686
1484845200000, 167231
1484848800000, 143466
1484852400000, 121509
1484856000000, 100566
1484859600000, 82822
1484863200000, 68943
1484866800000, 60485
1484870400000, 58056
1484874000000, 61499
1484877600000, 70272
1484881200000, 84652
1484884800000, 102711
1484888400000, 124455
1484892000000, 147798
1484895600000, 169980
1484899200000, 191456
1484902800000, 210115
1484906400000, 224086
1484910000000, 232237
1484913600000, 235163
1484917200000, 231240
1484920800000, 221482
1484924400000, 206641
1484928000000, 188686
1484931600000, 167231
1484935200000, 143466
1484938800000, 121509
1484942400000, 100566
1484946000000, 82822
1484949600000, 68943
1484953200000, 60485
1484956800000, 58056
1484960400000, 61499
1484964000000, 70272
1484967600000, 84652
1484971200000, 102711
1484974800000, 124455
1484978400000, 147798
1484982000000, 169980
1484985600000, 191456
1484989200000, 210115
1484992800000, 224086
1484996400000, 232237
1485000000000, 235163
1485003600000, 231240
1485007200000, 221482
1485010800000, 206641
1485014400000, 188686
1485018000000, 167231
1485021600000, 143466
1485025200000, 121481
1485028800000, 56631
1485032400000, 31169
1485036000000, 19903
1485039600000, 15349
1485043200000, 18083
1485046800000, 27549
1485050400000, 43107
1485054000000, 64284
1485057600000, 88543
1485061200000, 116058
1485064800000, 143612
1485068400000, 168564
1485072000000, 191329
1485075600000, 209276
1485079200000, 220961
1485082800000, 225292
1485086400000, 222837
1485090000000, 212979
1485093600000, 196661
1485097200000, 175032
1485100800000, 150569
1485104400000, 123402
1485108000000, 95566
1485111600000, 70514
1485115200000, 48339
1485118800000, 31169
1485122400000, 19903
1485126000000, 15349
1485129600000, 18083
1485133200000, 27549
1485136800000, 43107
1485140400000, 64284
1485144000000, 88543
1485147600000, 116058
1485151200000, 143612
1485154800000, 168564
1485158400000, 191329
1485162000000, 209276
1485165600000, 220961
1485169200000, 225292
1485172800000, 222837
1485176400000, 212979
1485180000000, 196661
1485183600000, 175032
1485187200000, 150569
1485190800000, 123402
1485194400000, 95566
1485198000000, 70514
1485201600000, 48339
1485205200000, 31169
1485208800000, 19903
1485212400000, 15349
1485216000000, 18083
1485219600000, 27549
1485223200000, 43107
1485226800000, 64284
1485230400000, 88543
1485234000000, 116058
1485237600000, 143612
1485241200000, 168564
1485244800000, 191329
1485248400000, 209276
1485252000000, 220961
1485255600000, 225292
1485259200000, 222837
1485262800000, 212979
1485266400000, 196661
1485270000000, 175032
1485273600000, 150569
1485277200000, 123402
1485280800000, 95566
1485284400000, 70514
1485288000000, 48339
1485291600000, 31169
1485295200000, 19903
1485298800000, 15349
1485302400000, 18083
1485306000000, 27549
1485309600000, 43107
1485313200000, 64284
1485316800000, 88543
1485320400000, 116058
1485324000000, 143612
1485327600000, 168564
1485331200000, 191329
1485334800000, 209276
1485338400000, 220961
1485342000000, 225292
1485345600000, 222837
1485349200000, 212979
1485352800000, 196661
1485356400000, 175032
1485360000000, 150569
1485363600000, 123402
1485367200000, 95566
1485370800000, 70514
1485374400000, 48339
1485378000000, 31169
1485381600000, 19903
1485385200000, 15349
1485388800000, 18083
1485392400000, 27549
1485396000000, 43107
1485399600000, 64284
1485403200000, 88543
1485406800000, 116058
1485410400000, 143612
1485414000000, 168564
1485417600000, 191329
1485421200000, 209276
1485424800000, 220961
1485428400000, 225292
1485432000000, 222837
1485435600000, 212979
1485439200000, 196661
1485442800000, 175032
1485446400000, 150569
1485450000000, 123402
1485453600000, 95566
1485457200000, 70514
1485460800000, 48339
1485464400000, 31169
1485468000000, 19903
1485471600000, 15349
1485475200000, 18083
1485478800000, 27549
1485482400000, 43107
1485486000000, 64284
1485489600000, 88543
1485493200000, 116058
1485496800000, 143612
1485500400000, 168564
1485504000000, 191329
1485507600000, 209276
1485511200000, 220961
1485514800000, 225292
1485518400000, 222837
1485522000000, 212979
1485525600000, 196661
1485529200000, 176252
1485532800000, 150958
1485536400000, 123076
1485540000000, 95225
1485543600000, 70218
1485547200000, 48075
1485550800000, 30952
1485554400000, 19785
1485558000000, 15302
1485561600000, 18130
1485565200000, 27667
1485568800000, 43324
1485572400000, 64547
1485576000000, 88840
1485579600000, 116399
1485583200000, 143938
1485586800000, 168848
1485590400000, 191611
1485594000000, 209479
1485597600000, 221091
1485601200000, 225326
1485604800000, 222803
1485608400000, 212849
1485612000000, 196458
1485615600000, 174750
1485619200000, 150285
1485622800000, 123076
1485626400000, 95225
1485630000000, 70218
1485633600000, 48075
1485637200000, 30952
1485640800000, 19785
1485644400000, 15302
1485648000000, 18130
1485651600000, 27667
1485655200000, 43324
1485658800000, 64547
1485662400000, 88840
1485666000000, 116399
1485669600000, 143938
1485673200000, 168848
1485676800000, 191611
1485680400000, 209479
1485684000000, 221091
1485687600000, 225326
1485691200000, 222803
1485694800000, 212849
1485698400000, 196458
1485702000000, 174750
1485705600000, 150285
1485709200000, 123076
1485712800000, 95225
1485716400000, 70218
1485720000000, 48075
1485723600000, 30952
1485727200000, 19785
1485730800000, 15302
1485734400000, 18130
1485738000000, 27667
1485741600000, 43324
1485745200000, 64547
1485748800000, 88840
1485752400000, 116399
1485756000000, 143938
1485759600000, 168848
1485763200000, 191611
1485766800000, 209479
1485770400000, 221091
1485774000000, 225326
1485777600000, 222803
1485781200000, 212849
1485784800000, 196458
1485788400000, 174750
1485792000000, 149227
1485795600000, 17165
